Date,Brent_Crude_GBP,WTI_Crude_GBP,GBP Curncy,GBPEUR Curncy,UKX Index,SPX Index,SX5E Index,Natural_Gas,CPI,RPI,GBP_IRS_2y,GBP_IRS_10y,Nationwide_HPI,RPI YOY
2009-01-01,30.903837874020976,33.42433294610094,1.4790272727272729,1.0999045454545455,4308.39,596.071496622473,2135.9823235349627,12.47280519283617,84.9,210.1,2.1225454545454543,3.7575000000000003,300.2,0.14299332697806622
2009-02-01,29.393166483227258,33.6175527587692,1.4926428571428572,1.1208238095238094,4232.114761904762,570.4103938364359,2020.7169046577135,9.467866200890079,85.6,211.4,2.129904761904762,3.7983333333333333,294.7,0.0
2009-03-01,31.733351990825387,36.82615200959876,1.494240909090909,1.0978772727272728,4107.840909090909,566.393974673034,2029.160818604497,8.064295339987163,85.8,211.3,2.1420454545454546,3.8725,301.1,-0.3771805752003692
2009-04-01,33.99078558987887,36.012518564393645,1.5119363636363636,1.1253272727272727,4259.8904999999995,588.0421253900778,2119.383028929343,7.762396806022379,86.0,211.5,2.14325,3.9355,302.9,-1.1682242990654206
2009-05-01,37.52451481258941,38.801542107526615,1.5612523809523808,1.1316857142857142,4434.7195,582.7187270292776,2164.1201073830025,7.757394094484587,86.4,212.8,2.0319,3.9175,307.2,-1.0692701069270028
2009-06-01,43.24373845202162,40.565945189109165,1.6018714285714286,1.1549476190476191,4350.399523809524,571.4239000217008,2097.6139919765483,7.514276456406643,86.7,213.4,2.238285714285714,3.9275,312.1,-1.5682656826568293
2009-07-01,40.53549841451941,39.14335069202884,1.6220565217391303,1.1501304347826087,4526.185652173913,589.2951245466705,2213.3754205572145,6.238725396906236,86.7,213.4,2.1324347826086956,3.76,316.9,-1.4318706697459558
2009-08-01,45.18013746635491,41.79383580603933,1.6170190476190476,1.140542857142857,4717.138,613.8290917443621,2330.3439464916455,6.254895840081985,87.0,214.4,1.8987619047619049,3.734,319.6,-1.2891344383057013
2009-09-01,42.6368312749569,40.978371158643235,1.598308695652174,1.1135869565217391,4870.000869565218,630.8260634203003,2435.5513909224014,7.21856799714916,87.1,215.3,1.8224,3.858333333333333,322.8,-1.4194139194139168
2009-10-01,45.87938798736338,45.31045807742872,1.6114782608695652,1.1111565217391304,4972.208636363636,639.7085140199752,2473.497772857821,7.670117290975806,87.2,216.0,1.840090909090909,3.9093125,323.2,-0.7808911345888786
2009-11-01,47.663368900064285,43.66313655400539,1.6277249999999999,1.11749,5029.88,639.2535270813074,2451.95661706145,6.810886359796649,87.5,216.6,1.8613380952380951,3.8350714285714287,324.7,0.2777777777777751
2009-12-01,47.427272544866156,43.439715949038884,1.5857772727272725,1.117768181818182,5019.6495,660.1659693834166,2479.3219094403676,7.992925751925498,88.0,218.0,1.8287347826086957,3.985046875,323.4,2.3954908407703117
2010-01-01,48.393238657785595,48.57029150732808,1.5914000000000001,1.1509391304347825,5374.821818181818,702.2750258831696,2451.705756014336,9.420664480674533,87.8,217.9,1.8321861904761905,3.781319565217391,326.1,3.712517848643509
2010-02-01,48.35456132410939,50.97113779241574,1.5467,1.1528736842105263,5336.8983333333335,718.768992047585,2376.934296905673,9.71290130241446,88.2,219.2,1.626869,3.740098947368421,321.8,3.689687795648052
2010-03-01,52.46000054081326,53.429863518028306,1.5236619047619047,1.1335714285714285,5597.8724999999995,760.2814647668995,2528.373450955682,8.934889004872348,88.7,220.7,1.611968695652174,3.723585,328.2,4.448651206814945
2010-04-01,55.56227792344466,53.50587847230403,1.5433818181818182,1.1501590909090909,5607.947272727272,761.9575077162312,2492.8851739877887,9.275675611997267,89.2,222.8,1.6341999999999999,3.751034090909091,334.7,5.3427895981087525
2010-05-01,51.597551600597605,50.43113006396589,1.4922727272727272,1.1634272727272728,5260.905000000001,751.8886993603411,2295.2694252724723,10.998324703015536,89.4,223.6,1.5291964999999998,3.5556023809523807,337.5,5.075187969924803
2010-06-01,49.99784012953501,51.964393605639124,1.5132380952380953,1.1941619047619048,5271.2528571428575,731.4800648247215,2278.853469657939,12.485052552080054,89.5,224.1,1.484434090909091,3.477697619047619,339.4,5.014058106841607
2010-07-01,49.02473356123065,50.86378207023811,1.537109090909091,1.1844272727272729,5318.455000000001,719.4751658958376,2298.6406932387727,11.83005878804367,89.3,223.6,1.4174831818181817,3.452037727272727,337.8,4.779756326148074
2010-08-01,49.7139613756762,49.44670235726098,1.5511739130434783,1.193891304347826,5341.171363636364,707.7873700142949,2273.8265445474244,11.345512897282944,89.8,224.5,1.292715909090909,3.265270909090909,332.2,4.710820895522385
2010-09-01,50.3685565439922,49.84863717605004,1.5568695652173914,1.177382608695652,5529.338695652174,728.9359919571046,2363.4735116212087,11.660802055406613,89.8,225.3,1.3015172727272726,3.2726473913043477,332.7,4.644681839294009
2010-10-01,53.270778294008686,51.78555160790744,1.568142857142857,1.1516809523809524,5624.346190476191,743.707145243084,2452.0977618636116,11.66605933618779,90.0,225.8,1.238352380952381,3.285744285714286,327.7,4.5370370370370425
2010-11-01,54.89425057073212,51.9607552190874,1.569555,1.171935,5580.5005,743.6616714526359,2370.686087538985,11.913408577590463,90.3,226.8,1.387090909090909,3.5000465,325.4,4.709141274238235
2010-12-01,59.40599187593259,55.15630739776352,1.5529541666666666,1.167875,5745.711818181819,777.5897900063542,2424.351564451104,13.030150990329037,91.2,228.4,1.5188214285714285,3.632405909090909,323.7,4.770642201834865
